
--- Analysis for Anchor ID: 1 @ 2025-10-02 18:24:12 ---
Compared_ID	Similarity
Compared_ID	Similarity
0	0.9807
2	0.9648
3	0.9397
4	0.9433
5	0.9343
6	0.9085
7	0.9225
8	0.9426
9	0.9290
10	0.9071
11	0.8930
12	0.8746
13	0.8476
14	0.8709
15	0.8401
16	0.8299
17	0.8255
18	0.8212
19	0.7696
20	0.7765
21	0.7635
22	0.7357
23	0.7544
24	0.7605
25	0.7131
26	0.7679
27	0.7337
28	0.7281
29	0.7366
30	0.7451
31	0.7517
32	0.6993
33	0.7052
34	0.7096
35	0.6677
36	0.6601
37	0.6348
38	0.6707
39	0.6436
40	0.5875
41	0.6203
42	0.6748
43	0.6486
44	0.6465
45	0.6366
46	0.5965
47	0.5927
48	0.5730
49	0.6145
50	0.5886
51	0.5189
52	0.5768
53	0.5349
54	0.5588
55	0.5814
56	0.5945
57	0.5755
58	0.5782
59	0.5883
60	0.5478
61	0.5866
62	0.5828
63	0.5723
64	0.5340
65	0.5913
66	0.6035
67	0.5889
68	0.6221
69	0.5622
70	0.5793
71	0.5812
72	0.5547
73	0.5627
74	0.6215
75	0.5403
76	0.5759
77	0.5698
78	0.5466
79	0.5601
80	0.5649
81	0.5935
82	0.5841
83	0.5575
84	0.5503
85	0.5843
86	0.5607
87	0.5868
88	0.5558
89	0.5830
90	0.5436
91	0.6029
92	0.5660
93	0.5562
94	0.5872
95	0.6074
96	0.6095
97	0.5695
98	0.5046
99	0.5623
100	0.6058
101	0.5735
102	0.5650
103	0.5680
104	0.5539
105	0.5462
106	0.5855
107	0.5832
108	0.5495
109	0.5789
110	0.6063
111	0.5405
112	0.5589
113	0.5794
114	0.5647
115	0.5695
116	0.5517
117	0.5527
118	0.5801
119	0.5752
120	0.5780
121	0.5326
122	0.5658
123	0.6254
124	0.5336
125	0.5791
126	0.5806
127	0.5979
128	0.5558
129	0.6023
130	0.5441
131	0.5194
132	0.5572
133	0.5774
134	0.5257
135	0.5646
136	0.5799
137	0.5656
138	0.5146
139	0.5556
140	0.5164
141	0.5520
142	0.6149
143	0.5529
144	0.5827
145	0.5443
146	0.5752
147	0.5909
148	0.6165
149	0.5830
150	0.5854
151	0.5589
152	0.5890
153	0.5716
154	0.5460
155	0.5226
156	0.5407
157	0.5847
158	0.5417
159	0.6204
160	0.5901
161	0.4957
162	0.5640
163	0.5479
164	0.6060
165	0.5992
166	0.5167
167	0.5824
168	0.6362
169	0.6093
170	0.6057
171	0.6283
172	0.6223
173	0.6159
174	0.6169
175	0.5810
176	0.5177
177	0.5997
178	0.5952
179	0.5702
180	0.5427
181	0.5351
182	0.5762
183	0.6079
184	0.5253
185	0.5679
186	0.5419
187	0.5598
188	0.5428
189	0.5540
190	0.6080
191	0.5591
192	0.6098
193	0.5688
194	0.5705
195	0.5726
196	0.5968
197	0.5407
198	0.5740
199	0.5985
200	0.5391
201	0.5614
202	0.5601
203	0.6297
204	0.5635
205	0.5259
206	0.5724
207	0.4957
208	0.5736
209	0.5246
210	0.5800
211	0.5837
212	0.5738
213	0.5291
214	0.5258
215	0.5577
216	0.5187
217	0.5677
218	0.5595
219	0.5600
220	0.5435
221	0.5555
222	0.5871
223	0.5104
224	0.5805
225	0.5743
226	0.5875
227	0.5739
228	0.5459
229	0.5492
230	0.6424
231	0.6226
232	0.5590
233	0.5856
234	0.5266
235	0.5089
236	0.5611
237	0.5585
238	0.5776
239	0.5675
240	0.5575
241	0.5994
242	0.5699

--- Analysis for Anchor ID: 1 @ 2025-10-02 18:39:08 ---
Compared_ID	Similarity
0	0.9807
2	0.9648
3	0.9397
4	0.9433
5	0.9343
6	0.9085
7	0.9225
8	0.9426
9	0.9290
10	0.9071
11	0.8930
12	0.8746
13	0.8476
14	0.8709
15	0.8401
16	0.8299
17	0.8255
18	0.8212
19	0.7696
20	0.7765
21	0.7635
22	0.7357
23	0.7544
24	0.7605
25	0.7131
26	0.7679
27	0.7337
28	0.7281
29	0.7366
30	0.7451
31	0.7517
32	0.6993
33	0.7052
34	0.7096
35	0.6677
36	0.6601
37	0.6348
38	0.6707
39	0.6436
40	0.5875
41	0.6203
42	0.6748
43	0.6486
44	0.6465
45	0.6366
46	0.5965
47	0.5927
48	0.5730
49	0.6145
50	0.5886
51	0.5189
52	0.5768
53	0.5349
54	0.5588
55	0.5814
56	0.5945
57	0.5755
58	0.5782
59	0.5883
60	0.5478
61	0.5866
62	0.5828
63	0.5723
64	0.5340
65	0.5913
66	0.6035
67	0.5889
68	0.6221
69	0.5622
70	0.5793
71	0.5812
72	0.5547
73	0.5627
74	0.6215
75	0.5403
76	0.5759
77	0.5698
78	0.5466
79	0.5601
80	0.5649
81	0.5935
82	0.5841
83	0.5575
84	0.5503
85	0.5843
86	0.5607
87	0.5868
88	0.5558
89	0.5830
90	0.5436
91	0.6029
92	0.5660
93	0.5562
94	0.5872
95	0.6074
96	0.6095
97	0.5695
98	0.5046
99	0.5623
100	0.6058
101	0.5735
102	0.5650
103	0.5680
104	0.5539
105	0.5462
106	0.5855
107	0.5832
108	0.5495
109	0.5789
110	0.6063
111	0.5405
112	0.5589
113	0.5794
114	0.5647
115	0.5695
116	0.5517
117	0.5527
118	0.5801
119	0.5752
120	0.5780
121	0.5326
122	0.5658
123	0.6254
124	0.5336
125	0.5791
126	0.5806
127	0.5979
128	0.5558
129	0.6023
130	0.5441
131	0.5194
132	0.5572
133	0.5774
134	0.5257
135	0.5646
136	0.5799
137	0.5656
138	0.5146
139	0.5556
140	0.5164
141	0.5520
142	0.6149
143	0.5529
144	0.5827
145	0.5443
146	0.5752
147	0.5909
148	0.6165
149	0.5830
150	0.5854
151	0.5589
152	0.5890
153	0.5716
154	0.5460
155	0.5226
156	0.5407
157	0.5847
158	0.5417
159	0.6204
160	0.5901
161	0.4957
162	0.5640
163	0.5479
164	0.6060
165	0.5992
166	0.5167
167	0.5824
168	0.6362
169	0.6093
170	0.6057
171	0.6283
172	0.6223
173	0.6159
174	0.6169
175	0.5810
176	0.5177
177	0.5997
178	0.5952
179	0.5702
180	0.5427
181	0.5351
182	0.5762
183	0.6079
184	0.5253
185	0.5679
186	0.5419
187	0.5598
188	0.5428
189	0.5540
190	0.6080
191	0.5591
192	0.6098
193	0.5688
194	0.5705
195	0.5726
196	0.5968
197	0.5407
198	0.5740
199	0.5985
200	0.5391
201	0.5614
202	0.5601
203	0.6297
204	0.5635
205	0.5259
206	0.5724
207	0.4957
208	0.5736
209	0.5246
210	0.5800
211	0.5837
212	0.5738
213	0.5291
214	0.5258
215	0.5577
216	0.5187
217	0.5677
218	0.5595
219	0.5600
220	0.5435
221	0.5555
222	0.5871
223	0.5104
224	0.5805
225	0.5743
226	0.5875
227	0.5739
228	0.5459
229	0.5492
230	0.6424
231	0.6226
232	0.5590
233	0.5856
234	0.5266
235	0.5089
236	0.5611
237	0.5585
238	0.5776
239	0.5675
240	0.5575
241	0.5994
242	0.5699

--- Analysis for Anchor ID: 1 @ 2025-10-02 18:39:30 ---
Compared_ID	Similarity
0	0.9871
2	0.9741
3	0.9552
4	0.9628
5	0.9569
6	0.9402
7	0.9484
8	0.9612
9	0.9509
10	0.9371
11	0.9308
12	0.9184
13	0.9027
14	0.9173
15	0.8986
16	0.8868
17	0.8884
18	0.8865
19	0.8506
20	0.8555
21	0.8482
22	0.8288
23	0.8433
24	0.8478
25	0.8153
26	0.8519
27	0.8314
28	0.8272
29	0.8325
30	0.8374
31	0.8391
32	0.8064
33	0.8061
34	0.8078
35	0.7797
36	0.7760
37	0.7561
38	0.7804
39	0.7615
40	0.7246
41	0.7465
42	0.7808
43	0.7663
44	0.7666
45	0.7614
46	0.7359
47	0.7332
48	0.7215
49	0.7465
50	0.7268
51	0.6857
52	0.7252
53	0.7002
54	0.7140
55	0.7268
56	0.7348
57	0.7202
58	0.7274
59	0.7327
60	0.7094
61	0.7304
62	0.7253
63	0.7248
64	0.7007
65	0.7377
66	0.7442
67	0.7381
68	0.7571
69	0.7185
70	0.7262
71	0.7274
72	0.7108
73	0.7152
74	0.7506
75	0.6988
76	0.7185
77	0.7121
78	0.6908
79	0.7030
80	0.7041
81	0.7243
82	0.7159
83	0.7027
84	0.7006
85	0.7216
86	0.7074
87	0.7228
88	0.6994
89	0.7173
90	0.6899
91	0.7296
92	0.7036
93	0.6955
94	0.7176
95	0.7308
96	0.7306
97	0.6973
98	0.6589
99	0.6911
100	0.7202
101	0.6993
102	0.6950
103	0.6957
104	0.6966
105	0.6925
106	0.7207
107	0.7205
108	0.6976
109	0.7166
110	0.7327
111	0.6856
112	0.6967
113	0.7117
114	0.7022
115	0.7044
116	0.6946
117	0.6934
118	0.7133
119	0.7089
120	0.7119
121	0.6828
122	0.7019
123	0.7434
124	0.6861
125	0.7103
126	0.7097
127	0.7197
128	0.6921
129	0.7208
130	0.6829
131	0.6681
132	0.6910
133	0.7071
134	0.6748
135	0.6990
136	0.7066
137	0.6942
138	0.6626
139	0.6808
140	0.6566
141	0.6784
142	0.7175
143	0.6816
144	0.7029
145	0.6790
146	0.7024
147	0.7145
148	0.7378
149	0.7156
150	0.7142
151	0.6997
152	0.7165
153	0.7037
154	0.6873
155	0.6697
156	0.6858
157	0.7146
158	0.6898
159	0.7393
160	0.7170
161	0.6581
162	0.7023
163	0.6954
164	0.7300
165	0.7260
166	0.6770
167	0.7189
168	0.7514
169	0.7324
170	0.7381
171	0.7509
172	0.7473
173	0.7417
174	0.7414
175	0.7217
176	0.6850
177	0.7359
178	0.7304
179	0.7149
180	0.6970
181	0.6901
182	0.7157
183	0.7346
184	0.6850
185	0.7108
186	0.6936
187	0.7049
188	0.6937
189	0.6962
190	0.7337
191	0.6999
192	0.7312
193	0.7031
194	0.7088
195	0.7123
196	0.7281
197	0.6930
198	0.7118
199	0.7293
200	0.6904
201	0.7119
202	0.7112
203	0.7546
204	0.7070
205	0.6822
206	0.7064
207	0.6591
208	0.7082
209	0.6697
210	0.7092
211	0.7129
212	0.7073
213	0.6729
214	0.6801
215	0.6923
216	0.6691
217	0.6965
218	0.6881
219	0.6894
220	0.6809
221	0.6885
222	0.7084
223	0.6612
224	0.7050
225	0.7084
226	0.7145
227	0.7080
228	0.6902
229	0.6932
230	0.7520
231	0.7438
232	0.7003
233	0.7170
234	0.6722
235	0.6642
236	0.6948
237	0.6896
238	0.7029
239	0.6927
240	0.6821
241	0.7090
242	0.6917

--- Analysis for Anchor ID: 1 @ 2025-10-02 18:40:15 ---
Compared_ID	Similarity
0	0.9427
2	0.8995
3	0.8372
4	0.8460
5	0.8254
